INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
182	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	0	-1	g01_义愤填膺_yiwentianying	npc_attack
183	g01_普通攻击01_kongshou	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	g01_厚积薄发_houjibofa	0	-1	g01_厚积薄发_houjibofa	npc_attack
184	g01_普通攻击01_kongshou	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	0	-1	g01_攻击动作19_renguitongtu	npc_attack
185	站立喝药	站立喝药	站立喝药	站立喝药	站立喝药	站立喝药	站立喝药	站立喝药	站立喝药	1	-1	站立喝药	npc_attack
186	坐着喝药	坐着喝药	坐着喝药	坐着喝药	坐着喝药	坐着喝药	坐着喝药	坐着喝药	坐着喝药	1	-1	坐着喝药	npc_attack
187	通用发招动作	通用发招动作	通用发招动作	通用发招动作	通用发招动作	通用发招动作	通用发招动作	通用发招动作	通用发招动作	0	-1	通用发招动作	npc_attack
188	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	g01l_捉宠_zhuachong	1	-1	g01l_捉宠_zhuachong	npc_attack
189	g01_普通攻击01_kongshou	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	g01_厚积薄发_houjibofa_yanshi	0	-1	g01_厚积薄发_houjibofa_yanshi	npc_attack
190	g01_普通攻击01_kongshou	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	g01_攻击动作19_renguitongtu_yanshi	0	-1	g01_攻击动作19_renguitongtu_yanshi	npc_attack
191	g01_普通攻击01_kongshou	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	g01_攻击动作17_tianditongshou_yanshi	0	-1	g01_攻击动作17_tianditongshou_yanshi	npc_attack
192	g01_yanhuo	g01_yanhuo	g01_yanhuo	g01_yanhuo	g01_yanhuo	g01_yanhuo	g01_yanhuo	g01_yanhuo	g01_yanhuo	0	-1	g01_yanhuo	npc_attack
193	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	guid_chongwu_buff	0	-1	guid_chongwu_buff	guid_chongwu_buff
194	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou	0	-1	guid_chongwu_hanbingzhou	guid_chongwu_hanbingzhou
195	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	guid_chongwu_gongji	0	-1	guid_chongwu_gongji	guid_chongwu_gongji
196	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	guid_chongwu_mengji	0	-1	guid_chongwu_mengji	guid_chongwu_mengji
197	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	guid_chongwu_fushen	0	-1	guid_chongwu_fushen	guid_chongwu_fushen
198	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	g01_攻击动作5	0	-1	g01_攻击动作5	npc_attack
199	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	0	-1	g01_攻击动作28_peiranyouyu	npc_attack
200	g01_遨游东海_aoyoudonghai	g01_遨游东海_aoyoudonghai	g01_遨游东海_aoyoudonghai	g01_遨游东海_aoyoudonghai	g01_遨游东海_aoyoudonghai	g01_遨游东海_aoyoudonghai	g01_huan_群体攻击动作7_aoyoudonghai	g01_遨游东海_aoyoudonghai	g01_遨游东海_aoyoudonghai	0	-1	g01_遨游东海_aoyoudonghai	npc_attack
201	g01_普通攻击01_changqiang	g01_普通攻击01_changqiang	g01_普通攻击01_changqiang	g01_普通攻击01_shuangduan	g01_普通攻击01_danduan	g01_普通攻击01_changqiang	g01_普通攻击01_changqiang	g01_普通攻击01_changqiang	g01_普通攻击01_shuangduan	0	-1	普通攻击1	
202	g01_普通攻击02_changqiang	g01_普通攻击02_changqiang	g01_普通攻击02_changqiang	g01_普通攻击02_shuangduan	g01_普通攻击02_danduan	g01_普通攻击02_changqiang	g01_普通攻击02_changqiang	g01_普通攻击02_changqiang	g01_普通攻击02_shuangduan	0	-1	普通攻击2	
203	g01_普通攻击03_changqiang	g01_普通攻击03_changqiang	g01_普通攻击03_changqiang	g01_普通攻击03_shuangduan	g01_普通攻击03_danduan	g01_普通攻击03_changqiang	g01_普通攻击03_changqiang	g01_普通攻击03_changqiang	g01_普通攻击03_shuangduan	0	-1	普通攻击3	
204	g01_连招1a	g01_连招1a	g01_连招1a	g01_连招1a	g01_连招1a	g01_连招1a	g01_连招1a	g01_连招1a	g01_连招1a	0	-1	连招1a	
205	g01_连招1b	g01_连招1b	g01_连招1b	g01_连招1b	g01_连招1b	g01_连招1b	g01_连招1b	g01_连招1b	g01_连招1b	0	-1	连招1b	
206	g01_连招1c	g01_连招1c	g01_连招1c	g01_连招1c	g01_连招1c	g01_连招1c	g01_连招1c	g01_连招1c	g01_连招1c	0	-1	连招1c	
221	g01_攻击动作1	g01_攻击动作1	g01_攻击动作1	g01_攻击动作11_fuhuquan	g01_攻击动作6_fuhuquan	g01_攻击动作1	g01_huan_攻击动作11_fuhuquan	g01_扇子_攻击动作6_fuhuquan	g01_攻击动作6_fuhuquan	0	-1	g01_攻击动作6_fuhuquan	npc_attack
222	g01_攻击动作2	g01_攻击动作2	g01_攻击动作2	g01_攻击动作12_banruozhang	g01_攻击动作7_banruozhang	g01_攻击动作2	g01_huan_攻击动作12_banruozhang	g01_扇子_攻击动作7_banruozhang	g01_攻击动作7_banruozhang	0	-1	g01_攻击动作7_banruozhang	npc_attack
223	g01_群体攻击动作1	g01_群体攻击动作1	g01_群体攻击动作1	g01_群体攻击动作3_jingangfumoquan	g01_群体攻击动作2_jingangfumoquan	g01_群体攻击动作1	g01_群体攻击动作3_jingangfumoquan	g01_扇子_群体攻击动作2_jingangfumoquan	g01_群体攻击动作2_jingangfumoquan	0	-1	g01_群体攻击动作2_jingangfumoquan	npc_attack
224	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	g01_攻击动作301	0	-1	g01_攻击动作301	npc_attack
225	g01_攻击动作3	g01_攻击动作3	g01_攻击动作3	g01_攻击动作13_yipailiangsan	g01_攻击动作8_yipailiangsan	g01_攻击动作3	g01_huan_攻击动作13_yipailiangsan	g01_扇子_攻击动作8_yipailiangsan	g01_攻击动作8_yipailiangsan	0	-1	g01_攻击动作8_yipailiangsan	npc_attack
226	g01_攻击动作4	g01_攻击动作4	g01_攻击动作4	g01_攻击动作14_weituochu	g01_攻击动作9_weituochu	g01_攻击动作4	g01_huan_攻击动作14_weituochu	g01_攻击动作9_weituochu	g01_攻击动作9_weituochu	0	-1	g01_攻击动作9_weituochu	npc_attack
227	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	g01_双手合十_tiebushan	1	-1	g01_双手合十_tiebushan	npc_attack
228	g01_普通攻击01_kongshou	g01_攻击动作5	g01_攻击动作5	g01_攻击动作15_wanxiangjiezhi	g01_攻击动作10_wanxiangjiezhi	g01_攻击动作5	g01_huan_攻击动作15_wanxiangjiezhi	g01_扇子_攻击动作10_wanxiangjiezhi	g01_攻击动作10_wanxiangjiezhi	0	-1	g01_攻击动作10_wanxiangjiezhi	npc_attack
229	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	g01_双手合十_luohanzhen	1	-1	罗汉阵	
230	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	g01_双手合十_shizihou	1	-1	g01_双手合十_shizihou	npc_attack
231	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	g01_双手合十_cihangpudu	1	-1	g01_双手合十_cihangpudu	npc_attack
232	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	g01_双手合十_lijingrulai	1	-1	g01_双手合十_lijingrulai	npc_attack
233	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	g01_双手合十_yiweidujiang	1	-1	g01_双手合十_yiweidujiang	npc_attack
234	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	g01_双手合十_qiguanquanshen	1	-1	g01_双手合十_qiguanquanshen	npc_attack
235	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	g01_摩诃无量_mokewuliang	1	-1	g01_摩诃无量_mokewuliang	npc_attack
236	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	g01_多罗叶指_duoluoyezhi	1	-1	g01_多罗叶指_duoluoyezhi	npc_attack
237	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	g01_金钟罩_jinzhongzhao	0	-1	g01_金钟罩_jinzhongzhao	npc_attack
241	g01_普通攻击01_kongshou	g01_攻击动作1_cuogufenjin	g01_攻击动作1_cuogufenjin	g01_攻击动作11_cuogufenjin	g01_攻击动作6_cuogufenjin	g01_攻击动作1_cuogufenjin	g01_huan_攻击动作11_cuogufenjin	g01_扇子_攻击动作6_cuogufenjin	g01_攻击动作6_cuogufenjin	0	-1	g01_攻击动作6_cuogufenjin	npc_attack
242	g01_普通攻击01_kongshou	g01_攻击动作16_cuixinliepi	g01_攻击动作16_cuixinliepi	g01_攻击动作20_cuixinliepi	g01_攻击动作20_cuixinliepi	g01_扇子_攻击动作20_cuixinliepi	g01_huan_攻击动作24_cuixinliepi	g01_扇子_群体攻击动作2_xuanyinzhiyang	g01_群体攻击动作2_xuanyinzhiyang	0	-1	催心裂脾	
243	g01_普通攻击01_kongshou	g01_群体攻击动作1_xuanyinzhiyang	g01_群体攻击动作1_xuanyinzhiyang	g01_群体攻击动作3_xuanyinzhiyang	g01_群体攻击动作2_xuanyinzhiyang	g01_群体攻击动作1_xuanyinzhiyang	g01_huan_群体攻击动作3_xuanyinzhiyang	g01_扇子_群体攻击动作2_xuanyinzhiyang	g01_群体攻击动作2_xuanyinzhiyang	0	-1	g01_群体攻击动作2_xuanyinzhiyang	npc_attack
244	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
245	g01_普通攻击01_kongshou	g01_攻击动作17_tianditongshou	g01_攻击动作17_tianditongshou	g01_攻击动作25_tianditongshou	g01_攻击动作21_tianditongshou	g01_攻击动作17_tianditongshou	g01_huan_攻击动作25_tianditongshou	g01_扇子_攻击动作21_tianditongshou	g01_攻击动作21_tianditongshou	0	-1	g01_攻击动作21_tianditongshou	npc_attack
246	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	g01_抬头挺胸_wuxinglianzhu	1	-1	g01_抬头挺胸_wuxinglianzhu	npc_attack
247	g01_普通攻击01_kongshou	g01_攻击动作4_huoxingchongri	g01_攻击动作4_huoxingchongri	g01_攻击动作14_huoxingchongri	g01_攻击动作9_huoxingchongri	g01_攻击动作4_huoxingchongri	g01_huan_攻击动作14_huoxingchongri	g01_攻击动作9_huoxingchongri	g01_攻击动作9_huoxingchongri	0	-1	g01_攻击动作9_huoxingchongri	npc_attack
248	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	g01_抬头挺胸_qixingluochangkong	1	-1	g01_抬头挺胸_qixingluochangkong	npc_attack
249	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	g01_抬头挺胸_shenxingbaibian	1	-1	g01_抬头挺胸_shenxingbaibian	npc_attack
250	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	g01_抬头挺胸_zhiluweima	1	-1	g01_抬头挺胸_zhiluweima	npc_attack
251	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	g01_抬头挺胸_toulianghuanzhu	1	-1	g01_抬头挺胸_toulianghuanzhu	npc_attack
252	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	g01_抬头挺胸_qiannuyuren	1	-1	g01_抬头挺胸_qiannuyuren	npc_attack
253	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	g01_抬头挺胸_nufachongguan	1	-1	g01_抬头挺胸_nufachongguan	npc_attack
254	g01_普通攻击01_kongshou	g01_攻击动作2_leitingzhinu	g01_攻击动作2_leitingzhinu	g01_攻击动作12_leitingzhinu	g01_攻击动作7_leitingzhinu	g01_攻击动作2_leitingzhinu	g01_攻击动作12_leitingzhinu	g01_攻击动作7_leitingzhinu	g01_攻击动作7_leitingzhinu	0	-1	g01_攻击动作7_leitingzhinu	npc_attack
255	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	1	-1	g01_义愤填膺_yiwentianying	npc_attack
256	g01_普通攻击01_kongshou	g01_攻击动作18_houjibofa	g01_攻击动作18_houjibofa	g01_攻击动作26_houjibofa	g01_攻击动作22_houjibofa	g01_攻击动作18_houjibofa	g01_huan_攻击动作26_houjibofa	g01_扇子_攻击动作22_houjibofa	g01_攻击动作22_houjibofa	0	-1	g01_攻击动作22_houjibofa	npc_attack
257	g01_普通攻击01_kongshou	g01_攻击动作19_renguitongtu	g01_攻击动作19_renguitongtu	g01_攻击动作27_renguitongtu	g01_攻击动作23_renguitongtu	g01_攻击动作19_renguitongtu	g01_huan_攻击动作27_renguitongtu	g01_扇子_攻击动作23_renguitongtu	g01_攻击动作23_renguitongtu	0	-1	g01_攻击动作23_renguitongtu	npc_attack
261	g01_普通攻击01_kongshou	g01_攻击动作5_kunyuebeiming	g01_攻击动作5_kunyuebeiming	g01_攻击动作10_kunyuebeiming	g01_攻击动作10_kunyuebeiming	g01_扇子_攻击动作10_kunyuebeiming	g01_攻击动作15_kunyuebeiming	g01_扇子_攻击动作10_kunyuebeiming	g01_攻击动作15_kunyuebeiming	0	-1	鲲跃北溟	
262	g01_普通攻击01_kongshou	g01_攻击动作28_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_攻击动作58_peiranyouyu	g01_攻击动作20_peiranyouyu	g01_攻击动作28_peiranyouyu	g01_huan_攻击动作58_peiranyouyu	g01_扇子_攻击动作20_peiranyouyu	g01_攻击动作20_peiranyouyu	0	-1	g01_攻击动作20_peiranyouyu	npc_attack
263	g01_普通攻击01_kongshou	g01_群体攻击动作4_aoyoudonghai	g01_群体攻击动作4_aoyoudonghai	g01_群体攻击动作7_aoyoudonghai	g01_群体攻击动作6_aoyoudonghai	g01_群体攻击动作4_aoyoudonghai	g01_群体攻击动作7_aoyoudonghai	g01_扇子_群体攻击动作6_aoyoudonghai	g01_群体攻击动作6_aoyoudonghai	0	-1	g01_群体攻击动作6_aoyoudonghai	npc_attack
264	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
265	g01_普通攻击01_kongshou	g01_攻击动作31_jianlongzaitian	g01_攻击动作31_jianlongzaitian	g01_攻击动作59_jianlongzaitian	g01_攻击动作9_jianlongzaitian	g01_攻击动作31_jianlongzaitian	g01_攻击动作59_jianlongzaitian	g01_攻击动作9_jianlongzaitian	g01_攻击动作9_jianlongzaitian	0	-1	g01_攻击动作9_jianlongzaitian	npc_attack
266	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	g01_蹲马砸拳_shenlongbaiwei	1	-1	g01_蹲马砸拳_shenlongbaiwei	npc_attack
267	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	g01_蹲马砸拳_feilongzaitian	1	-1	g01_蹲马砸拳_feilongzaitian	npc_attack
268	g01_攻击动作29_kanglongyouhui	g01_攻击动作29_kanglongyouhui	g01_攻击动作29_kanglongyouhui	g01_攻击动作60_kanglongyouhui	g01_攻击动作55_kanglongyouhui	g01_攻击动作29_kanglongyouhui	g01_huan_攻击动作60_kanglongyouhui	g01_扇子_攻击动作55_kanglongyouhui	g01_攻击动作55_kanglongyouhui	1	-1	g01_攻击动作55_kanglongyouhui	npc_attack
269	g01_普通攻击01_kongshou	g01_攻击动作28_geianguanhuo	g01_攻击动作28_geianguanhuo	g01_攻击动作61_geianguanhuo	g01_攻击动作56_geianguanhuo	g01_攻击动作28_geianguanhuo	g01_huan_攻击动作61_geianguanhuo	g01_攻击动作56_geianguanhuo	g01_攻击动作56_geianguanhuo	0	-1	g01_攻击动作56_geianguanhuo	npc_attack
270	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	g01_蹲马砸拳_lidaitaojiang	1	-1	g01_蹲马砸拳_lidaitaojiang	npc_attack
271	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	g01_蹲马砸拳_mantianguohai	1	-1	g01_蹲马砸拳_mantianguohai	npc_attack
272	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	g01_蹲马砸拳_tianxiawugou	1	-1	g01_蹲马砸拳_tianxiawugou	npc_attack
273	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	g01_蹲马砸拳_bogouchaotian	1	-1	g01_蹲马砸拳_bogouchaotian	npc_attack
274	g01_普通攻击01_kongshou	g01_攻击动作30_yabiangoubei	g01_攻击动作30_yabiangoubei	g01_攻击动作62_yabiangoubei	g01_攻击动作57_yabiangoubei	g01_攻击动作30_yabiangoubei	g01_huan_攻击动作62_yabiangoubei	g01_扇子_攻击动作57_yabiangoubei	g01_攻击动作57_yabiangoubei	0	-1	g01_攻击动作57_yabiangoubei	npc_attack
