INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING				
261	99	2200	RideHeader1_2		interface\sound_horse.wav					0	0	0	1	0		坐骑：青白骢马。骑乘后移动速度+70%。				
262	99	2200	RideHeader1_12		interface\35.wav					0	0	0	1	0		坐骑：白骆驼。骑乘后移动速度+80%。				
263	99	2200	RideHeader2_1		interface\32.wav					0	0	0	1	0		坐骑：金翼鹤。骑乘后移动速度+70%。				
264	99	2200	RideHeader1_15		interface\33.wav					0	0	0	1	0		坐骑：红白凤。骑乘后移动速度+70%。				
265	99	2200	RideHeader1_4		interface\34.wav					0	0	0	1	0		坐骑：白牦牛。骑乘后移动速度+70%。				
266	99	2200	RideHeader1_6		interface\31.wav					0	0	0	1	0		坐骑：白鹿。骑乘后移动速度+70%。				
267	99	2200	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐骑：白雕。骑乘后移动速度+70%。				
268	99	2200	RideHeader1_8		interface\30.wav					0	0	0	1	0		坐骑：白狼。骑乘后移动速度+70%。				
269	269	7001	Buff5_9	g01_buff108		脚下光圈点				0	0	0	1	0		变身：使用鼠标右键点击该图标可以解除变身状态				
270	270	1	Buff5_10							0	0	0	1	0		重生：该状态下死后自动复活				
271	271	5160	Buff5_7							1	0	0	0	0		运输状态：无法隐身、回城和骑乘				
272	272	2160	Buff5_14							0	0	0	0	0		保护：保护期间，无法攻击，也不会受到伤害				
273	273	1	Buff5_11							0	0	0	1	0		鱼饵：蚯蚓，提高钓鱼速度				
274	273	1	Buff5_12							0	0	0	1	0		鱼饵：虹虫，提高钓鱼速度				
275	273	1	Buff5_13							0	0	0	1	0		鱼饵：沙蚕，提高钓鱼速度				
276	276	2160	Buff5_14							0	0	0	0	0		保护：保护期间，无法攻击，也不会受到伤害				
277	277	160	Buff5_15							0	0	0	0	0		隐身：无法被地方看到。				
278	99	2200	RideHeader2_3		interface\sound_tiger.wav					0	0	0	1	0		坐骑：狮子。骑乘后移动速度+40%。				
279	99	2200	RideHeader2_4		interface\sound_tiger.wav					0	0	0	1	0		坐骑：白狮。骑乘后移动速度+70%。				
280	280	160	Buff1_4				g01_buff44		头顶状态点	0	0	0	0	0		破绽百出：被王语嫣指出招式破绽				
281	281	5001	FightSkillMingJiao_7							0	0	0	0	0		报复：杀死对方后将会受到对方的致命报复				
282	282	2160	FightSkillXiaoYao_9							1	1	0	1	0		监禁：无法使用技能和物品				
283	283	10	FightSkillShaoLin2_6							0	1	0	1	0		弥勒护身：增加体力				
284	284	10	FightSkillMingJiao1_6							0	1	0	1	0		葵花神力：增加力量				
285	285	10	FightSkillGaiBang_6							0	1	0	1	0		如影随形：增加身法				
286	286	10	FightSkillWuDang2_6							0	1	0	1	0		犀牛望月：增加灵气				
287	287	10	FightSkillEMei2_6							0	1	0	1	0		坐怀不乱：增加定力				
288	288	10	FightSkillXinXiu2_6							0	1	0	1	0		百毒不侵：增加毒抗				
289	289	10	FightSkillDaLi1_6							0	1	0	1	0		正气浩然：增加玄抗				
290	290	10	FightSkillTianShan1_6							0	1	0	1	0		冰肌玉骨：增加冰抗				
291	291	10	FightSkillXiaoYao1_6							0	1	0	1	0		墨守成规：增加火抗				
292	59	10	FightSkillShaoLin2_5				秘籍_sl_zdo		身体中心点	0	0	0	1	0		易筋锻骨：强化血上限				
293	293	10	FightSkillMingJiao1_5				秘籍_mj_zdo		身体中心点	0	0	0	1	0		纯阳无极：增加火攻击和火抗性				
294	14	7010	FightSkillWuDang2_5							0	1	1	0	0		天外飞仙：麻痹，移动不能，操作不能，可被攻击，无法被打醒				
295	1	5010	FightSkillEMei2_5							0	1	1	0	0		九阴神爪：撕裂，持续失血				
296	34	5010	FightSkillXinXiu2_5							0	1	1	0	0		化骨绵掌：虚弱力量、灵气				
297	26	5010	FightSkillDaLi1_5							0	1	1	0	0		少泽剑：攻防破绽，削弱攻击与防御				
298	13	1	FightSkillTianShan1_5							0	1	1	0	0		同生共死：封穴，移动不能，操作不能，可被攻击，无法被打醒				
299	99	2200	RideHeader1_9							0	0	0	1	0		坐骑：陆行雕。骑乘后移动速度+10%。				
300	300	1	Buff2_12							0	0	0	1	0		加强：外功攻击				
301	301	1	Buff2_13							0	0	0	1	0		加强：内功攻击				
302	302	1	Buff2_14							0	0	0	1	0		加强：外功防御				
303	303	1	Buff2_15							0	0	0	1	0		加强：内功防御				
304	304	30	Charm_1							0	0	0	1	0		加强：冰攻击				
305	305	30	Charm_2							0	0	0	1	0		加强：火攻击				
306	306	30	Charm_3							0	0	0	1	0		加强：毒攻击				
307	307	30	Charm_4							0	0	0	1	0		加强：玄攻击				
308	308	20	OtherTools1_5							0	0	0	1	0		加强：冰防御				
309	309	20	OtherTools1_6							0	0	0	1	0		加强：火防御				
310	310	20	OtherTools1_7							0	0	0	1	0		加强：毒防御				
311	311	20	OtherTools1_8							0	0	0	1	0		加强：玄防御				
312	312	10	MenpaiGoods_1							0	0	0	1	0		加强：力量				
313	313	10	MenpaiGoods_2							0	0	0	1	0		加强：灵气				
314	314	10	MenpaiGoods_3							0	0	0	1	0		加强：体力				
315	315	1	MenpaiGoods_4							0	0	0	1	0		加强：定力				
316	316	10	MenpaiGoods_5							0	0	0	1	0		加强：身法				
317	317	30	MenpaiGoods_6							0	0	0	1	0		加强：命中				
318	318	30	MenpaiGoods_7							0	0	0	1	0		加强：闪避				
319	319	1	MenpaiGoods_8							0	0	0	1	0		加强：会心				
320	320	10	Charm_15							0	0	0	1	0		加强：血上限				
321	321	10	Charm_14							0	0	0	1	0		加强：气上限				
322	99	2200	RideHeader2_6		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐骑：象。骑乘后移动速度+70%。				
323	99	2200	RideHeader2_5		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐骑：白象。骑乘后移动速度+55%。				
324	99	2200	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐骑：神雕。骑乘后移动速度+70%。				
325	325	7000	Cloth3_2							1	0	0	0	0		地灵丹：珍兽获得的经验翻倍				
326	99	2200	RideHeader2_15		ambience\nature\animal\xiniu.wav					0	0	0	1	0		坐骑：犀牛。骑乘后移动速度+70%。				
327	99	2200	RideHeader2_11		ambience\nature\bird\tuoniao.wav					0	0	0	1	0		坐骑：鸵鸟。骑乘后移动速度+80%。				
328	99	2200	RideHeader2_14		ambience\nature\insect\spider_1.wav					0	0	0	1	0		坐骑：符文骑士。骑乘后移动速度+80%。				
329	99	2200	RideHeader2_12							0	0	0	1	0		坐骑：玄龟。骑乘后移动速度+70%。				
330	99	2200	RideHeader2_10		ambience\nature\animal\lion_1.wav					0	0	0	1	0		坐骑：陆吾。骑乘后移动速度+80%。				
331	99	2200	RideHeader2_13		ambience\society\machine.wav					0	0	0	1	0		坐骑：木牛流马。骑乘后移动速度+80%。				
332	99	2200	RideHeader2_9		ambience\nature\animal\bear_1.wav					0	0	0	1	0		坐骑：熊。骑乘后移动速度+80%。				
333	99	300	RideHeader1_1							0	0	0	1	0		搭乘坐骑				
334	334	2160	TaskTools3_3							0	0	0	1	0		传送保护：无敌，移动或使用技能后保护即会消失				
335	335	160	CommonLiveSkill_16							1	0	0	0	0		疲劳：主人无法再配合珍兽施放群攻技能				
336	336	7000	TaskTools4_10							1	0	0	0	0		马鞍：增加骑乘时的移动速度				
337	99	2200	Ride2_15		ambience\nature\animal\river_horse.wav					0	0	0	1	0		坐骑：河马。骑乘后移动速度+70%。				
338	99	2200	Ride2_11		ambience\nature\animal\carriage.wav					0	0	0	1	0		坐骑：马车。骑乘后移动速度+80%。				
339	99	2200	Ride2_13		ambience\nature\animal\horse_2.wav					0	0	0	1	0		坐骑：天马。骑乘后移动速度+85%。				
340	99	2200	Ride2_9							0	0	0	1	0		坐骑：兔子。骑乘后移动速度+80%。				
341	99	2200	Ride2_14		ambience\nature\animal\dance_lion.wav					0	0	0	1	0		坐骑：舞狮。骑乘后移动速度+80%。				
342	99	2200	Ride2_10		interface\31.wav					0	0	0	1	0		坐骑：驯鹿。骑乘后移动速度+80%。				
343	343	7000	Medicine2_12							1	0	0	0	0		乾坤壶：自动捡取怪物掉落的物品				
344	344	5160	TaskTools6_7							1	0	0	0	0		心怀故主：暂时不能加入其他帮派，体力、力量、灵气、定力、身法各增加5点				
345	345	7010	MenpaiLiveSkill2_9							0	0	1	0	0		灭此朝食：吸引怪物的攻击				
346	345	7015	MenpaiLiveSkill2_11							0	0	1	0	0		调虎离山：吸引怪物的攻击并降低其防御				
347	347	160	MakeMaterial11_3				g01_buff10_01		脚下光圈点	0	0	0	1	0		双核速龙丹：移动速度加快				
349	349	5160	Cloth3_14							1	1	0	0	0		通天灵丹：人物获得的经验变为2.5倍				
350	325	5160	Cloth3_15							1	1	0	0	0		彻地灵丹：珍兽获得的经验变为2.5倍				
351	349	7000	Cloth3_16							1	1	0	0	0		小灵丹：人物与珍兽获得的经验变为1.5倍，可与地灵丹及双倍一起使用。				
352	352	160	CommonLiveSkill_15							1	0	0	0	0		疲劳：主人无法再配合珍兽施放神佑技能				
353	353	160	CommonLiveSkill_14							1	0	0	0	0		疲劳：主人无法再配合珍兽施放共生和血祭技能				
354	354	160	Cloth4_5				玫瑰花		脚下光圈点	0	0	0	1	0		999朵玫瑰				
355	355	10	Cloth6_1	冰镇西瓜	interface\sound_shengji.wav	身体受击点				0	0	0	1	0		冰镇西瓜：令人神清气爽，增加人物基础外功攻击和基础内功攻击15%				
356	99	2200	Ride2_12							0	0	0	1	0		坐骑：雪羽。骑乘后移动速度+80%。				
357	357	120	CommonLiveSkill_14							1	0	0	0	0		疲劳：主人无法再配合珍兽施放肉墙技能				
358	99	2200	RideHeader2_16							0	0	0	1	0		坐骑：巨人。骑乘后移动速度+80%。				
359	99	2200	RideHeader2_7							0	0	0	1	0		坐骑：飞龙。骑乘后移动速度+70%。				
360	360	5160	PetSkill2_13							0	0	0	0	0		冰精：受到冰系伤害减少，火系伤害增加				
361	360	5160	PetSkill2_14							0	0	0	0	0		火灵：受到火系伤害减少，冰系伤害增加				
362	360	5160	PetSkill3_3							0	0	0	0	0		毒蛊：受到毒系伤害减少，玄系伤害增加				
363	360	5160	PetSkill3_8							0	0	0	0	0		玄兽：受到玄系伤害减少，毒系伤害增加				
364	364	5160	PetSkill1_7							0	0	0	0	0		迟钝：血上限增加，闪避和命中削弱				
365	364	5160	PetSkill3_6							0	0	0	0	0		狡猾：命中和闪避增加，防御削弱				
366	364	5160	PetSkill3_7							0	0	0	0	0		憨厚：防御增加，会心削弱				
367	364	5160	PetSkill3_5							0	0	0	0	0		拼命：会心增加，血上限削弱				
368	364	5160	PetSkill3_9							0	0	0	0	0		法魂：内攻增加，外攻削弱				
369	364	5160	PetSkill3_10							0	0	0	0	0		蛮力：外攻增加，内攻削弱				
370	370	1	PetSkill5_13				cw_chongsheng		身体受击点	0	0	0	0	0		重生：该状态下死后自动复活				
371	370	1	PetSkill5_14				cw_chongsheng		身体受击点	0	0	0	0	0		高级重生：该状态下死后自动复活				
372	372	151	PetSkill2_9				cw_rouqiang		头顶状态点	0	0	0	0	0		肉墙：将部分伤害转移到宠物身上				
373	372	160	PetSkill2_10				cw_rouqiang		头顶状态点	0	0	0	0	0		高级肉墙：将部分伤害转移到宠物身上				
374	374	2001	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	0	0		神佑：不会受到伤害，也不能攻击敌人				
375	374	2001	PetSkill4_2				cw_shengyou		头顶状态点	0	0	0	0	0		高级神佑：不会受到伤害，也不能攻击敌人				
376	376	1	PetSkill7_1				cw_shixue		身体受击点	0	0	0	0	0		嗜血：牺牲防御来暂时提高外功攻击				
377	376	1	PetSkill7_2				cw_shixue		身体受击点	0	0	0	0	0		高级嗜血：牺牲防御来暂时提高外功攻击				
378	377	499	Ring2_15				buff_重楼望月		身体中心点	1	0	0	0	0		真·重楼戒：攻击时有3%几率震慑敌人的魂魄，使之封穴，持续20秒，封穴不可解				
380	380	160	PetSkill5_6							0	0	0	0	0		伪装：宠物进入隐身状态，攻击或受到伤害即会现身				
381	380	160	PetSkill5_5							0	0	0	0	0		高级伪装：宠物伪装起来，攻击或受到伤害即会现身				
382	382	7160	PetSkill2_5				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	附身：宠物附身于敌人，双方都无法动弹				
383	382	7160	PetSkill2_6				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	高级附身：宠物附身于敌人，双方都无法动弹				
384	384	1	PetSkill1_1	cw_fanji		身体受击点				0	0	0	0	0		反击：受到攻击时一定几率反击敌人				
385	384	1	PetSkill1_2	cw_fanji		身体受击点				0	0	0	0	0		高级反击：受到攻击时一定几率反击敌人				
386	386	1	PetSkill5_15	cw_xixue		身体受击点				0	0	0	0	0		吸血：攻击时一定几率吸取敌人生命				
387	386	1	PetSkill5_16	cw_xixue		身体受击点				0	0	0	0	0		高级吸血：攻击时一定几率吸取敌人生命				
388	388	1	PetSkill1_13	cw_fanzhen		身体受击点				0	0	0	0	0		反震：一定几率将所受的近身伤害反弹回去				
389	388	1	PetSkill1_14	cw_fanzhen		身体受击点				0	0	0	0	0		高级反震：一定几率将所受的近身伤害反弹回去				
390	390	1	PetSkill4_9	cw_lingdong		身体受击点				0	0	0	0	0		灵动：一定几率减少所受的伤害				
391	390	1	PetSkill4_10	cw_lingdong		身体受击点				0	0	0	0	0		高级灵动：一定几率减少所受的伤害				
392	392	1	PetSkill2_7	cw_ximo		身体受击点				0	0	0	0	0		吸气：攻击时一定几率吸走敌人的气				
393	392	1	PetSkill2_8	cw_ximo		身体受击点				0	0	0	0	0		高级吸气：攻击时一定几率吸走敌人的气				
394	394	1	PetSkill4_5	cw_danu		脚下光圈点				0	0	0	0	0		打怒：攻击时一定几率打消敌人怒气				
395	394	1	PetSkill4_6	cw_danu		脚下光圈点				0	0	0	0	0		高级打怒：攻击时一定几率打消敌人怒气				
396	396	1	PetSkill5_1	cw_zhongxin		头顶状态点				0	0	0	0	0		忠心：有一定几率替主人格挡必杀攻击				
397	396	1	PetSkill5_2	cw_zhongxin		头顶状态点				0	0	0	0	0		高级忠心：有一定几率替主人格挡必杀攻击				
398	398	1	PetSkill5_3	cw_lingqi		身体受击点				0	0	0	0	0		灵气：有一定几率替主人格挡不良效果				
399	398	1	PetSkill5_4	cw_lingqi		身体受击点				0	0	0	0	0		高级灵气：有一定几率替主人格挡不良效果				
400	400	1	PetSkill5_7	cw_shipo		头顶状态点				0	0	0	0	0		识破：增强主人侦破隐形的能力				
401	400	1	PetSkill5_8	cw_shipo		头顶状态点				0	0	0	0	0		高级识破：增强主人侦破隐形的能力				
402	402	9	PetSkill3_13	cw_jieli		头顶状态点				0	0	0	0	0		借力：增强主人的力量				
403	402	10	PetSkill3_14	cw_jieli		头顶状态点				0	0	0	0	0		高级借力：增强主人的力量				
404	404	9	PetSkill1_5	cw_yihun		头顶状态点				0	0	0	0	0		移魂：增强主人的定力				
405	404	10	PetSkill1_6	cw_yihun		头顶状态点				0	0	0	0	0		高级移魂：增强主人的定力				
406	406	9	PetSkill3_15	cw_jiasu		头顶状态点				0	0	0	0	0		瞬影：增强主人的身法				
407	406	10	PetSkill3_16	cw_jiasu		头顶状态点				0	0	0	0	0		高级瞬影：增强主人的身法				
408	408	9	PetSkill1_3	cw_qiangshen		头顶状态点				0	0	0	0	0		强身：增强主人的体力				
409	408	10	PetSkill1_4	cw_qiangshen		头顶状态点				0	0	0	0	0		高级强身：增强主人的体力				
410	410	9	PetSkill3_1	cw_ningshen		头顶状态点				0	0	0	0	0		凝神：增强主人的灵气				
411	410	10	PetSkill3_2	cw_ningshen		头顶状态点				0	0	0	0	0		高级凝神：增强主人的灵气				
412	37	5018	PetSkill6_5	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		虚弱：降低目标的内外功攻击				
413	37	5230	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级虚弱：降低目标的内外功攻击				
414	25	5018	PetSkill6_7	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		破绽：降低目标的内外功防御				
415	25	5030	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级破绽：降低目标的内外功防御				
416	23	5010	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		摔绊：降低目标的移动速度				
417	23	5010	PetSkill6_16	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级摔绊：降低目标的移动速度				
418	418	10	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各10点				
419	418	20	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各15点				
420	418	30	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各20点				
421	418	40	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各25点				
422	418	50	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各30点				
423	418	60	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各35点				
424	418	70	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各40点				
425	418	80	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各45点				
426	418	90	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各50点				
427	427	10	FightSkillShaoLin2_7							0	1	0	1	0		倒转乾坤：增加技能所能造成的伤害				
428	427	10	FightSkillMingJiao1_7							0	1	0	1	0		举火烧天：增加技能所能造成的伤害				
429	427	10	FightSkillGaiBang_7							0	1	0	1	0		拨草寻蛇：增加技能所能造成的伤害				
430	427	10	FightSkillWuDang2_7							0	1	0	1	0		空明式：增加技能所能造成的伤害				
431	427	10	FightSkillEMei2_9							0	1	0	1	0		九阴毒龙功：增加技能所能造成的伤害				
432	427	10	FightSkillXinXiu2_7							0	1	0	1	0		化血神毒：增加技能所能造成的伤害				
433	427	10	FightSkillDaLi1_7							0	1	0	1	0		商阳剑：增加技能所能造成的伤害				
434	427	10	FightSkillTianShan1_7							0	1	0	1	0		天地明灭：增加技能所能造成的伤害				
435	427	10	FightSkillXiaoYao1_7							0	1	0	1	0		颠动沧溟：增加技能所能造成的伤害				
436	436	10	CommonNPCHeader8_23							1	1	0	1	0		木婉清武学心得：坚强#r外功防御增加				
437	436	10	CommonNPCHeader8_10							1	1	0	1	0		钟灵武学心得：定力#r定力增加				
438	436	10	CommonNPCHeader8_4							1	1	0	1	0		段延庆武学心得：体质#r体力增加				
439	436	10	CommonNPCHeader4_22							1	1	0	1	0		段誉武学心得：躲闪#r闪避增加				
440	436	10	CommonNPCHeader3_2							1	1	0	1	0		阿朱武学心得：火焰#r火攻击增加				
441	436	10	CommonNPCHeader8_18							1	1	0	1	0		阿碧武学心得：遗忘#r内功防御增加				
442	436	10	CommonNPCHeader4_25							1	1	0	1	0		王语嫣武学心得：智慧#r灵气增加				
443	436	10	CommonNPCHeader4_23							1	1	0	1	0		萧峰武学心得：力量#r力量增加				
444	436	10	CommonNPCHeader3_3							1	1	0	1	0		阿紫武学心得：剧毒#r毒攻击增加				
445	436	10	CommonNPCHeader3_1							1	1	0	1	0		慕容复武学心得：身法#r身法增加				
446	436	10	CommonNPCHeader4_24							1	1	0	1	0		虚竹武学心得：要害#r会心攻击增加				
