INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
875	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱18m	-1		-1							10100	1000	18	18	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
876	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱19m	-1		-1							10100	1000	19	19	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
877	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱20m	-1		-1							10100	1000	20	20	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
878	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱21m	-1		-1							10100	1000	21	21	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
879	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱22m	-1		-1							10100	1000	22	22	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
880	八卦	八卦	4	0	0	2	15	boss_无崖子_北冥大法_八卦提示	-1		-1							10000	1000	4	4	4						效果1	9924	效果2	-1	效果3几率	-1	效果3	-1																									
881	八卦1	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_乾	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
882	八卦2	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_兑	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
883	八卦3	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_坎	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
884	八卦4	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_坤	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
885	八卦5	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_巽	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
886	八卦6	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_离	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
887	八卦7	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_艮	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
888	八卦8	标记	0	1	0	0	0	boss_无崖子_北冥大法_八卦提示_震	-1		-1							10000	500	0	0	0						效果1	-1	效果2	-1	效果3几率	-1	效果3	-1																									
890	寒冰符	寒冰符陷阱	0	0	0	2	1	boss_天山童姥_寒冰符_陷阱	-1	boss_天山童姥（孩童）_寒冰符_寒冰陷阱_释放	-1							10000	500	5	5	12	0	0	0	0	0	效果1	9919	效果2	9920	效果3几率	-1	效果3	-1																									
891	天火符	天火符爆炸	0	0	0	1	1	boss_天山童姥（孩童）_天火符_天火陷阱_陷阱	-1	boss_天山童姥（孩童）_天火符_天火陷阱_释放	-1							5000	500	0	5	12	0	0	0	0	0	效果1	9921	效果2	6627	效果3几率	-1	效果3	-1																									
892	白棋陷阱	白棋陷阱	5	0	0	3	1	boss_无崖子_棋逢对手_棋子爆炸_白棋子	-1	boss_无崖子_棋逢对手_陷阱爆炸	-1							5000	500	2	2	12	0	0	0	0	0	效果1	9923	效果2	-1	效果3几率	-1	效果3	-1																									
893	黑棋陷阱	黑棋陷阱	5	0	0	3	1	boss_无崖子_棋逢对手_棋子爆炸_黑棋子	-1	boss_无崖子_棋逢对手_陷阱爆炸	-1							5000	500	2	2	12	0	0	0	0	0	效果1	9923	效果2	-1	效果3几率	-1	效果3	-1																									
894	韦陀掌伤害陷阱	韦陀掌伤害陷阱	0	0	0	1	1	boss_虚竹_韦陀掌提示	-1	boss_虚竹_韦陀掌	-1							3000	500	0	5	12	0	0	0	0	0	效果1	9916	效果2	9917	效果3几率	-1	效果3	-1																									
895	北冥大法全屏AOE展示特效	北冥大法	4	0	0	2	15	boss_无崖子_北冥大法_冲击波	-1		-1							4100	2000	20	20	10						效果1	9926	效果2	-1	效果3几率	-1	效果3	-1																									
896	剑阵	剑阵	3	0	0	1	1	boss_无崖子_凌波微步_提示	-1	boss_无崖子_凌波微步_爆炸	-1							1900	500	3	3	2						效果1	9923	效果2	-1	效果3几率	-1	效果3	-1																									
#极致完善技能																																																												
897	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13000	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
898	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13001	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
899	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13002	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
900	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13003	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
901	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13004	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
902	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13005	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
903	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13006	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
904	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13007	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
905	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13008	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
906	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13009	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
907	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13010	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
908	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13011	效果2	-1	效果3几率	30	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
																																																												
909	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13000	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
910	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13001	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
911	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13002	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
912	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13003	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
913	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13004	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
914	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13005	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
915	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13006	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
916	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13007	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
917	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13008	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
918	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13009	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
919	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13010	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
920	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	13011	效果2	-1	效果3几率	100	效果3	787		0		0		0		0		0		0		0		0		0		0		0		0	
																																																												
921	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
922	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
923	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
924	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
925	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
926	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
927	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
928	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
929	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
930	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
931	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
932	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#雁门关																																																												
933	烽火连城陷阱	烽火连城陷阱	2	0	0	2	1		-1		-1		-1	0	0	0		4000	4000	5	5	12	0	0	0	0	0	效果1	1864	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
934	鹰击长空陷阱（60-69）	鹰击长空陷阱（60-69）	4	0	0	1	1	HJ_boss_天山_鹰击长空_陷阱A	-1		-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
935	鹰击长空陷阱（70-79）	鹰击长空陷阱（70-79）	4	0	0	1	1	HJ_boss_天山_鹰击长空_陷阱A	-1		-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
936	鹰击长空陷阱（80-89）	鹰击长空陷阱（80-89）	4	0	0	1	1	HJ_boss_天山_鹰击长空_陷阱A	-1		-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
937	鹰击长空陷阱（90-99）	鹰击长空陷阱（90-99）	2	0	0	2	1	HJ_boss_天山_鹰击长空_陷阱A	-1		-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	1864	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
938	鹰击长空陷阱（100-109）	鹰击长空陷阱（100-109）	2	0	0	2	1	HJ_boss_天山_鹰击长空_陷阱A	-1		-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	1865	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
939	鹰击长空陷阱（110-119）	鹰击长空陷阱（110-119）	2	0	0	2	1	HJ_boss_天山_鹰击长空_陷阱A	-1		-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	1866	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
940	十面埋伏陷阱（60-69）	十面埋伏陷阱（60-69）	4	0	0	1	1	HJ_boss_天山_十面埋伏_聚气	-1	HJ_boss_天山_十面埋伏_爆炸	-1		-1	0	0	0		4000	4000	4	4	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
941	十面埋伏陷阱（70-79）	十面埋伏陷阱（70-79）	4	0	0	1	1	HJ_boss_天山_十面埋伏_聚气	-1	HJ_boss_天山_十面埋伏_爆炸	-1		-1	0	0	0		4000	4000	4	4	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
942	十面埋伏陷阱（80-89）	十面埋伏陷阱（80-89）	4	0	0	1	1	HJ_boss_天山_十面埋伏_聚气	-1	HJ_boss_天山_十面埋伏_爆炸	-1		-1	0	0	0		4000	4000	4	4	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
943	十面埋伏陷阱（90-99）	十面埋伏陷阱（90-99）	4	0	0	1	1	HJ_boss_天山_十面埋伏_聚气	-1	HJ_boss_天山_十面埋伏_爆炸	-1		-1	0	0	0		4000	4000	4	4	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
944	十面埋伏陷阱（100-109）	十面埋伏陷阱（100-109）	4	0	0	1	1	HJ_boss_天山_十面埋伏_聚气	-1	HJ_boss_天山_十面埋伏_爆炸	-1		-1	0	0	0		4000	4000	4	4	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
945	十面埋伏陷阱（110-119）	十面埋伏陷阱（110-119）	4	0	0	1	1	HJ_boss_天山_十面埋伏_聚气	-1	HJ_boss_天山_十面埋伏_爆炸	-1		-1	0	0	0		4000	4000	4	4	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
946	定海神针（60-69）		2	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
947	定海神针（70-79）		2	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
948	定海神针（80-89）		2	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
949	定海神针（90-99）		2	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	1918	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
950	定海神针（100-109）		2	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	1919	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
951	定海神针（110-119）		2	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	1920	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
952	步步生花（60-69）	步步生花（60-69）	4	0	0	3	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
953	步步生花（70-79）	步步生花（70-79）	4	0	0	3	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
954	步步生花（80-89）	步步生花（80-89）	4	0	0	3	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
955	步步生花（90-99）	步步生花（90-99）	2	0	0	2	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	1918	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
956	步步生花（100-109）	步步生花（100-109）	2	0	0	2	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	1919	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
957	步步生花（110-119）	步步生花（110-119）	2	0	0	2	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	1920	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
958	三环套月	三环套月	2	0	0	2	1	HJ_boss_武当_三环套月_陷阱	-1	HJ_boss_武当_三环套月_陷阱爆炸	-1		-1	0	0	0		3000	3000	5	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
959	七星聚首	七星聚首	2	0	0	2	1	HJ_boss_武当_七星聚首_陷阱	-1	HJ_boss_武当_七星聚首_陷阱爆炸	-1		-1	0	0	0		3000	3000	6	6	12	0	0	0	0	0	效果1	1915	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
960	野狗陷阱1	野狗陷阱1	2	0	0	2	1	HJ_boss_丐帮_如影随形_陷阱	-1	HJ_boss_丐帮_如影随形_陷阱爆炸	-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	1909	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
961	野狗陷阱2	野狗陷阱2	2	0	0	2	5	HJ_boss_丐帮_如影随形_陷阱	-1	HJ_boss_丐帮_如影随形_陷阱爆炸	-1		-1	0	0	0		5000	1000	2	2	12	0	0	0	0	0	效果1	1912	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
962	横扫乾坤预警	横扫乾坤预警	0	1	0	0	0	HJ_boss_丐帮_技能3_预警	-1	HJ_boss_丐帮_技能3_瞬发	-1		-1	0	0	0		5000	5000	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
963	怒火连斩陷阱	怒火连斩陷阱	2	0	0	2	-1	HJ_boss_明教高手17_技能1陷阱	-1		-1		-1	0	0	0		3600000	1500	3	3	12	0	0	0	0	0	效果1	1918	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
964	烽火连城陷阱	烽火连城陷阱	2	0	0	2	1		-1		-1		-1	0	0	0		4000	4000	5	5	12	0	0	0	0	0	效果1	1865	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
965	定海神针（110-119）		4	0	0	2	10	HJ_boss_逍遥_定海神针_陷阱	-1		-1		-1	0	0	0		10000	1000	10	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
966	步步生花（110-119）	步步生花（110-119）	4	0	0	3	1	HJ_boss_逍遥_步步生花_陷阱	-1	HJ_boss_逍遥_步步生花_陷阱爆炸	-1		-1	0	0	0		4000	1000	2	2	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
967	三环套月	三环套月	2	0	0	2	1	HJ_boss_武当_三环套月_陷阱	-1	HJ_boss_武当_三环套月_陷阱爆炸	-1		-1	0	0	0		3000	3000	5	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
968	七星聚首	七星聚首	2	0	0	2	1	HJ_boss_武当_七星聚首_陷阱	-1	HJ_boss_武当_七星聚首_陷阱爆炸	-1		-1	0	0	0		3000	3000	6	6	12	0	0	0	0	0	效果1	1916	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
969	野狗陷阱1	野狗陷阱1	2	0	0	2	1	HJ_boss_丐帮_如影随形_陷阱	-1	HJ_boss_丐帮_如影随形_陷阱爆炸	-1		-1	0	0	0		3000	3000	2	2	12	0	0	0	0	0	效果1	1910	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
970	野狗陷阱2	野狗陷阱2	2	0	0	2	5	HJ_boss_丐帮_如影随形_陷阱	-1	HJ_boss_丐帮_如影随形_陷阱爆炸	-1		-1	0	0	0		5000	1000	2	2	12	0	0	0	0	0	效果1	1913	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
971	怒火连斩陷阱	怒火连斩陷阱	2	0	0	2	-1	HJ_boss_明教高手17_技能1陷阱	-1		-1		-1	0	0	0		3600000	1500	3	3	12	0	0	0	0	0	效果1	1919	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
972	烽火连城陷阱	烽火连城陷阱	2	0	0	2	1		-1		-1		-1	0	0	0		4000	4000	5	5	12	0	0	0	0	0	效果1	1866	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
