INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
317	1028	武当凌云者	武当外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
318	1028	武当入室凌云者	武当入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
319	1028	武当亲传凌云者	武当亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
320	1028	峨嵋凌云者	峨嵋外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
321	1028	峨嵋入室凌云者	峨嵋入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
322	1028	峨嵋亲传凌云者	峨嵋亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
323	1028	星宿凌云者	星宿外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
324	1028	星宿入室凌云者	星宿入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
325	1028	星宿亲传凌云者	星宿亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
326	1028	明教凌云者	明教外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
327	1028	明教入室凌云者	明教入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
328	1028	明教亲传凌云者	明教亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
329	1028	天龙凌云者	天龙外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
330	1028	天龙入室凌云者	天龙入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
331	1028	天龙亲传凌云者	天龙亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
332	1028	逍遥凌云者	逍遥外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
333	1028	逍遥入室凌云者	逍遥入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
334	1028	逍遥亲传凌云者	逍遥亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
335	1028	丐帮凌云者	丐帮外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
336	1028	丐帮入室凌云者	丐帮入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
337	1028	丐帮亲传凌云者	丐帮亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
338	1028	天山凌云者	天山外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
339	1028	天山入室凌云者	天山入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
340	1028	天山亲传凌云者	天山亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
341	1028	少林登峰者	少林外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
342	1028	少林入室登峰者	少林入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
343	1028	少林亲传登峰者	少林亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
344	1028	武当登峰者	武当外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
345	1028	武当入室登峰者	武当入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
346	1028	武当亲传登峰者	武当亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
347	1028	峨嵋登峰者	峨嵋外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
348	1028	峨嵋入室登峰者	峨嵋入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
349	1028	峨嵋亲传登峰者	峨嵋亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
350	1028	星宿登峰者	星宿外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
351	1028	星宿入室登峰者	星宿入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
352	1028	星宿亲传登峰者	星宿亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
353	1028	明教登峰者	明教外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
354	1028	明教入室登峰者	明教入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
355	1028	明教亲传登峰者	明教亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
356	1028	天龙登峰者	天龙外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
357	1028	天龙入室登峰者	天龙入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
358	1028	天龙亲传登峰者	天龙亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
359	1028	逍遥登峰者	逍遥外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
360	1028	逍遥入室登峰者	逍遥入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
361	1028	逍遥亲传登峰者	逍遥亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
362	1028	丐帮登峰者	丐帮外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
363	1028	丐帮入室登峰者	丐帮入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
364	1028	丐帮亲传登峰者	丐帮亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
365	1028	天山登峰者	天山外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
366	1028	天山入室登峰者	天山入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
367	1028	天山亲传登峰者	天山亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
368	1035	少林大弟子	以武参禅，心外寻佛	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
369	1035	少林明相大弟子	以武见禅，明心见相	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
370	1035	少林入禅大弟子	以武入禅，心现佛陀	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
371	1035	武当大弟子	立人之道，曰仁与义	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
372	1035	武当地煞大弟子	立地之道，曰柔与刚	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第一名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
373	1035	武当天罡大弟子	立天之道，曰阴与阳	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
374	1035	峨嵋大弟子	俊俏峨眉，秀峰矗立	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
375	1035	峨嵋飞霞大弟子	隽永峨眉，飞霞南来	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
376	1035	峨嵋金顶大弟子	浩然峨眉，金顶佛光	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
377	1035	星宿大弟子	用毒高手，生灵寂灭	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
378	1035	星宿枯地大弟子	星宿剧毒，大地荒枯	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
379	1035	星宿坠天大弟子	五毒俱全，天星陨坠	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
380	1035	明教大弟子	熊熊烽火，夜中明炬	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
381	1035	明教烈焰大弟子	连天烈焰，势不可挡	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
382	1035	明教圣火大弟子	炼世圣火，众生俯首	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
383	1035	天龙大弟子	见龙在田，万夫莫挡	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
384	1035	天龙战国大弟子	龙战于野，咫尺敌国	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
385	1035	天龙傲世大弟子	飞龙入天，傲然世间	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
386	1035	逍遥大弟子	无愁无忧，逍遥自在	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
387	1035	逍遥无我大弟子	无身无我，逍遥人间	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
388	1035	逍遥无天大弟子	无法无天，逍遥无极	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
389	1035	丐帮大弟子	巧力驱狼，拳脚熟稔	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
